"","WorkerId","HITId","num_questions","num_missed","ratio_missed","native_english","country_usa","filler1","filler2","fillers_correct"
"23","A15LHHN76OW2UM","3T2EL38U0MKLHRHR9TO7ILAQOXEQXJ",54,3,0.0555555555555556,FALSE,FALSE,1,7,TRUE
"24","A15T9HDPHV3X7Q","3DZKABX2ZI5PJ12D4WMUAVOO475VCG",54,0,0,TRUE,TRUE,1,7,TRUE
"25","A166A2M31CW2C7","3Z8UJEJOCZD39UTR826XPAVX72A93H",54,0,0,TRUE,TRUE,1,7,TRUE
"26","A16UAN46CNIRHY","31KPKEKW4ADQGV9RNZ2AEISGSQT0BN",54,0,0,TRUE,TRUE,1,7,TRUE
"27","A16Z9FSSF1X74O","3WRKFXQBOB7X0YJI1H50SXQDZTRIYE",54,0,0,TRUE,TRUE,1,7,TRUE
"28","A16Z9FSSF1X74O","3LCXHSGDLT6OO75N6SNKPW4KPDZEST",54,0,0,TRUE,TRUE,1,7,TRUE
"29","A171RZ3O028XF6","38B7Q9C28G526DG9R44VWD7HHTC96N",54,0,0,TRUE,TRUE,1,7,TRUE
"30","A173A97OFDAX9F","3UUIU9GZC55P7OP9KRZ7V7UTF53T5Q",54,0,0,TRUE,TRUE,1,7,TRUE
"31","A179M1VP5QMHNW","3DWNFENNE3VDX2P4US2TO916H7HJ46",54,0,0,TRUE,TRUE,1,7,TRUE
"32","A18SXC3JEN1O0U","3UY4PIS8QRLSOTJ6M8BJJIBKE7D1NG",54,0,0,TRUE,TRUE,1,7,TRUE
"33","A18SXC3JEN1O0U","3XEDXEGFX3OR9YDLTCF3DLB6EICK0W",54,0,0,TRUE,TRUE,1,7,TRUE
"34","A18XFOKU5G1OL1","3AQN9REUTFGGSN3W934P10A07OJYDS",54,0,0,TRUE,TRUE,1,7,TRUE
"35","A198MSVO1VTAT5","3P458N04Q1H4P8F67IY6M3CN8R12XI",54,0,0,TRUE,TRUE,1,7,TRUE
"36","A19HMCT6V15WRU","3NI0WFPPI9GKAJSWR8L2326OEPI608",54,0,0,TRUE,TRUE,1,7,TRUE
"37","A19LJABXVNJTOB","31ODACBENUFDLAVSFJIKJDTY9ICQSB",54,0,0,TRUE,TRUE,5,4,FALSE
"38","A1AYQ8E01NSY5Z","3OYHVNTV5TYCCF54VXHE3M7ODNHOKK",54,0,0,TRUE,TRUE,1,7,TRUE
"39","A1BOOZ7XOIIKJE","388FBO7JZRTPEZU9YXISX5MULSLNYZ",54,0,0,TRUE,TRUE,1,7,TRUE
"40","A1C5T9VNTCXU44","3KLL7H3EGD1G09DTQO0VLML4HZAVHP",54,0,0,TRUE,FALSE,1,7,TRUE
"41","A1C5T9VNTCXU44","3087LXLJ6MGGTCL7S1O6X8J16MVF0P",54,0,0,TRUE,FALSE,1,7,TRUE
"42","A1CEO8RFPXMO5W","3WGCNLZJKF8J2HSTXEXGNDZQ03B1DY",54,0,0,TRUE,TRUE,1,7,TRUE
"43","A1CMWA0L8FTSXA","3M47JKRKCX12S8XZMCYHWHC6XNU68V",54,0,0,TRUE,TRUE,1,7,TRUE
"44","A1E77HZO63E334","3QQUBC64ZEE0EU4ZT1WQERFLJMRNXT",54,0,0,TRUE,TRUE,1,7,TRUE
"45","A1EDMN0J522ATZ","3JMNNNO3B14P08AGXD2KKKYGZPV2WP",54,0,0,TRUE,TRUE,1,7,TRUE
"46","A1ESLDCYJIENVI","3XH7ZM9YX2UVSWETJS7T78YDDGPR92",54,0,0,TRUE,TRUE,1,7,TRUE
"47","A1EUBMQ86K32XE","3ZURAPD288NG016POKS6BD2BCGR1F9",54,0,0,TRUE,TRUE,1,7,TRUE
"48","A1F2APQMJSQVFK","39O0SQZVJN7REDQ04V99TC77IQ1R7Q",54,0,0,TRUE,TRUE,1,7,TRUE
"49","A1FBI9CPTNYMMR","35U0MRQMUJ7QSQZGU1VL5VI5TLOVOD",54,0,0,TRUE,TRUE,1,7,TRUE
"50","A1FKRZKU1H9YFC","32CXT5U14G3NUJN0IUWKCNQM09C8UZ",54,0,0,TRUE,TRUE,1,7,TRUE
"51","A1FKRZKU1H9YFC","335HHSX8CD5U6SD7Z301F0FXGQHHDI",54,0,0,TRUE,TRUE,1,7,TRUE
"52","A1FKRZKU1H9YFC","3RKHNXPHGWW7PKP1RJTN2SZDU7GKUZ",54,0,0,TRUE,TRUE,1,7,TRUE
"53","A1FR4S8V4MNRVM","33TGB4G0LPHY979JQXI2NQLD84DXT4",54,0,0,TRUE,TRUE,1,7,TRUE
"54","A1FULFCTOFA4L8","38O9DZ0A62NR6TVA6VPGMQZ3BN262S",54,0,0,FALSE,FALSE,1,7,TRUE
"55","A1FXJNN3XFZJ5S","341H3G5YF0EMYTC7TDID00ZJJTF0ZT",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"56","A1FXJNN3XFZJ5S","3I4E7AFQ2KZXEN4U9T31WHDYX6YTJC",54,0,0,TRUE,TRUE,1,7,TRUE
"57","A1G38F99VKAPRI","3HEM8MA6H9CG8IF0N2EQO8ONMY5QPV",54,0,0,TRUE,TRUE,1,7,TRUE
"58","A1GA3IAD4UFXG9","35YHTYFL1G3WMDMNVYCVI19R1KXVFR",54,0,0,TRUE,TRUE,1,7,TRUE
"59","A1GK1QN27VJGCW","3XEDXEGFX3OR9YDLTCF3DLB6FK20K7",54,0,0,TRUE,TRUE,1,7,TRUE
"60","A1GTYHV8OYQQLV","363A7XIFV4M1QM5FKIQ340Y044KVAE",54,0,0,TRUE,TRUE,1,7,TRUE
"61","A1IFIK8J49WBER","371DNNCG4428U68BIP6A7R4KHV4T8S",54,0,0,TRUE,TRUE,1,7,TRUE
"62","A1IS0218RVG60K","3YO4AH2FPDKDK1BG6HZ097NFEQU0QZ",54,0,0,TRUE,TRUE,1,7,TRUE
"63","A1K8VUKRL53OX","3TZ0XG8CBUKPARZXKJ1TGR38NO2989",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"64","A1K8VUKRL53OX","3M0556243SKJE8DET7Q48KFEEF6FN0",54,0,0,TRUE,TRUE,1,7,TRUE
"65","A1KGCOR8OXYR72","386659BNTLHP3XRZL29L86F76E2105",54,0,0,TRUE,TRUE,1,7,TRUE
"66","A1KLAGM9CCOFBN","38VTL6WC4ADLOAO3UXM63OM8U7M5YS",54,0,0,TRUE,TRUE,1,7,TRUE
"67","A1KOBLL83SICGQ","3TLFH2L6Y9OX8R6M28X9X0RHVVD2TZ",54,0,0,FALSE,FALSE,1,7,TRUE
"68","A1LW7S3NBOSJPA","3HY86PZXPYIOUN6TT980TVHB0FC1ER",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"69","A1M24593XO5Z3C","389A2A304OI9Q01X1ZY5P2YYABT0CU",54,0,0,TRUE,TRUE,1,7,TRUE
"70","A1M24593XO5Z3C","324N5FAHSXB72ZE1W93SYE1W8EPKVO",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"71","A1MMLN9XGYXF7M","3KTZHH2ONIF4HBIR9S5YLD9SNN98M7",54,3,0.0555555555555556,TRUE,TRUE,1,7,TRUE
"72","A1MWYO3RFZW051","3I6NF2WGIGWL2J330R00WOF4PBW5GU",54,0,0,TRUE,TRUE,1,7,TRUE
"73","A1NLW5ZS2WQR35","3XU9MCX6VOCKSCTUYJSEXLQZ7AG2RM",54,0,0,TRUE,TRUE,1,7,TRUE
"74","A1NRWXWPCAXDYP","3CO05SML7V5DW2QGJWO0EXXKACW0R0",54,0,0,TRUE,TRUE,1,7,TRUE
"75","A1OM5NWYYYJKQW","3VGET1QSZ0ZWM97M3PJFGBFOA5GW7Y",54,0,0,TRUE,TRUE,1,7,TRUE
"76","A1OW27AZS122X2","3538U0YQ1FUCA4K4BO6PZ6H8A053F3",54,0,0,TRUE,TRUE,1,7,TRUE
"77","A1OW27AZS122X2","3X4Q1O9UBHMOH0YKC3S5ZH2261S7O3",54,0,0,TRUE,TRUE,1,7,TRUE
"78","A1P0XSCJ9XAV74","302U8RURJZ18A5Z4TMV8Q6I03BJVNY",54,0,0,TRUE,TRUE,1,7,TRUE
"79","A1PF01FF85HUY4","3E24UO25QZQ5D0KFTTNDT326CSXO6F",54,0,0,TRUE,TRUE,1,7,TRUE
"80","A1PJLZSOUQ4MIL","3P7QK0GJ3TLTU3FL80MRJOSYGRZ2ZF",54,0,0,TRUE,TRUE,1,7,TRUE
"81","A1PMZUBGXFANCI","3E9VAUV7BWEIUG0KPTDNBZ2UMLMYAQ",54,0,0,TRUE,TRUE,1,7,TRUE
"82","A1PR74OHURJNTO","3E9ZFLPWOYS80TT8WLJY9JJ4XNXXIN",54,0,0,TRUE,TRUE,1,7,TRUE
"83","A1PR74OHURJNTO","3EN4YVUOUCS4V4DEE34YLKY490XJXR",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"84","A1PTH9KTRO06EG","3IVEC1GSLPZW53SL7AJRQBU35N7J1T",54,0,0,TRUE,TRUE,1,7,TRUE
"85","A1PTH9KTRO06EG","3ULIZ0H1VA5OY4D0I8FXP1BYMKN51Z",54,0,0,TRUE,TRUE,1,7,TRUE
"86","A1QJ2VPPZG16EG","3FBEFUUYRK5GBWQEJAIVS8I1NBU6AZ",54,0,0,TRUE,TRUE,1,7,TRUE
"87","A1R0HUJFW46OV9","30ZKOOGW2W6L4APHD46EXCRKF0E1AW",54,0,0,TRUE,TRUE,1,7,TRUE
"88","A1R1E7TZ9OHFIG","33QQ60S6ASI5CUIXNQJ5J8K4HB00U4",54,0,0,TRUE,TRUE,1,7,TRUE
"89","A1R780RJYQ68GY","33QQ60S6ASI5CUIXNQJ5J8K4HBZU0X",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"90","A1R8A8BK2VN7RH","3QTFNPMJC6IPJP4EUJKBBCVWRMPNZQ",54,0,0,TRUE,TRUE,1,7,TRUE
"91","A1R8A8BK2VN7RH","3LG268AV386CNS5AR3NFZMZO3BGER5",54,0,0,TRUE,TRUE,1,7,TRUE
"92","A1ROEDVMTO9Y3X","374UMBUHN5PA69YOZ1MF9D037MPTCY",54,0,0,TRUE,TRUE,1,7,TRUE
"93","A1ROEDVMTO9Y3X","3126F2F5F83RBFPVEBJQURZ92TSPEO",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"94","A1S8IXHQWRIE5D","3TZDZ3Y0JS67ZRFCLYSE1HG09IW91P",54,0,0,TRUE,TRUE,1,7,TRUE
"95","A1SM9F49V7EZ5Y","3EKTG13IZU3ZWI2A3HE2QIVY7N7LM5",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"96","A1SOFLJOEQB591","33EEIIWHK77TD2CW9ENPU0D58M6QVG",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"97","A1SOFLJOEQB591","3MJ28H2Y1E89UWK1OAD81XO6GXMO5Z",54,0,0,TRUE,TRUE,1,7,TRUE
"98","A1SP4XA17LVUQI","3BFNCI9LYKQZVB5YT58DBE4RCCM37Z",54,0,0,TRUE,TRUE,1,7,TRUE
"99","A1T643M1P572AA","33BFF6QPI1BELQ6Z1DGP3U3853UW3T",54,0,0,TRUE,TRUE,1,7,TRUE
"100","A1TARNH07A75CG","3L2OEKSTW9A4BS75SVT9F8WZWXMY8M",54,0,0,TRUE,TRUE,1,7,TRUE
"101","A1TARNH07A75CG","3SSN80MU8COZ6OJWWO4AMZYHOPXKXR",54,0,0,TRUE,TRUE,1,7,TRUE
"102","A1TEXCUTI4IUUN","3D42WVSDH8VDQ7HS09ZFP0DLJ1ZYF3",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"103","A1TPGXT718D68E","31HLTCK4BLV20DII6IID0M932ZXVGQ",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"104","A1TW2BZRRS874Z","3JGHED38EDR0BE2MIQ131804LDGY7Z",54,0,0,TRUE,TRUE,1,7,TRUE
"105","A1TXNNM9JRHKBG","3GL25Y6843UUWCJZH0HQ1CQLEWHXM3",54,0,0,TRUE,TRUE,4,3,FALSE
"106","A1U3TT3VMH9FU9","3VAOOVPI3ZSFQ0KP35DNQ5G97IHLL3",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"107","A1UY2W2FL9CWN","38LRF35D5LW1TMHU6D1OL6IBKNJU3S",54,0,0,TRUE,TRUE,1,7,TRUE
"108","A1UZXOMO6BS6I2","3TZDZ3Y0JS67ZRFCLYSE1HG09IW19H",54,0,0,TRUE,TRUE,1,7,TRUE
"109","A1V1JNPU0KOA3X","39N6W9XWRDNJ47DNBT5X7LDXKGZYG2",54,0,0,TRUE,TRUE,1,7,TRUE
"110","A1V2Z3DVTZGNQQ","3SA4EMRVJV2SKPA164KB92X59U80P8",54,0,0,TRUE,TRUE,1,7,TRUE
"111","A1V3LZ17TYZZPA","36FQTHX3Z3RMXN8O6MKTGGQNV2D3BL",54,0,0,TRUE,TRUE,1,7,TRUE
"112","A1V5HHR4OO6BHB","39O6Z4JLX2XDMZD8VSIHO89Y5PTXVK",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"113","A1VOTY43NOW4MW","39WSF6KUV2L9QFDUZB6B5RUJTQLOE0",54,0,0,TRUE,TRUE,2,7,FALSE
"114","A1VR1XQEQQXYUE","3NSM4HLQNRU18UGFNFTFODEXRURQQM",54,0,0,TRUE,TRUE,1,7,TRUE
"115","A1W3QW2GKDBHWE","3XJOUITW8URE0A874JNATIPKB1QTQ3",54,0,0,TRUE,TRUE,2,4,FALSE
"116","A1W9L9NFWUSQFQ","3JTPR5MTZSCQ45ZMQILFUG7XWSD5KX",54,0,0,TRUE,TRUE,1,7,TRUE
"117","A1WIRNAFVTFNJL","3Z3R5YC0P3NH9LIYQ3CGHJL64ZHTF9",54,0,0,TRUE,TRUE,1,7,TRUE
"118","A1XF1A9QVIBFGJ","3KG2UQJ0MJOG5X3N7N1YKJJSMJ4NQW",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"119","A1YSYI926BBOHW","3ABAOCJ4R84ANFINVMMY74USHTUQMZ",54,0,0,TRUE,TRUE,1,7,TRUE
"120","A1YSYI926BBOHW","3KWGG5KP6J26TE84Q4L3NZ5BCC4CMM",54,0,0,TRUE,TRUE,1,7,TRUE
"121","A1YUSEUNQ6SCPR","3TUOHPJXYHXQ1ODDL2NDAASCCYVXWU",54,1,0.0185185185185185,TRUE,TRUE,5,5,FALSE
"122","A1YVERGDC9B34B","3MWOYZD5WVODKLQ7SA9UVEOS7IMNOO",54,0,0,TRUE,TRUE,1,7,TRUE
"123","A1YWT5B2G2Z39V","3W5PY7V3UP7TV93OJZQ04Y5DC8GYJ6",54,0,0,TRUE,TRUE,6,7,FALSE
"124","A1Z1O6MMOB3UWW","39XCQ6V3KY4J5QEXOEREKX2FVXT65T",54,0,0,TRUE,TRUE,1,7,TRUE
"125","A1Z75YN38W5ICD","32LAQ1JNT9P6S3FOLS7F3JM9EMWTU8",54,1,0.0185185185185185,TRUE,TRUE,5,2,FALSE
"126","A1ZDR2UN7M92LI","3HUR21WDDUPUQT8D0351V7DSN6VXYT",54,0,0,FALSE,FALSE,1,7,TRUE
"127","A1ZDR2UN7M92LI","3K1H3NEY7LZG6WIWFXIJU03W1Q4DGF",54,0,0,TRUE,TRUE,1,7,TRUE
"128","A1ZLR7V2V8QPA0","38VTL6WC4ADLOAO3UXM63OM8U7LY5K",54,0,0,TRUE,TRUE,1,7,TRUE
"129","A209KMZQTLEZZC","3DGDV62G7O9ZGZDFLROPSQQK6SS2PU",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"130","A20C38AB8D6Z2L","3VCK0Q0PO5ESH4YOQP7J5DSA9F70NC",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"131","A20EVX30W7PLZK","3PGQRAZX02KMUCME6TZEWZW08RTSYG",54,0,0,TRUE,TRUE,1,7,TRUE
"132","A2243MRVES76QA","3M4KL7H8KVNKH8DENRP2H7PYJHO61B",54,0,0,TRUE,TRUE,1,7,TRUE
"133","A22AL9CY652GH4","3W9XHF7WGKVSP7ACRE3DXWDBCVYTKB",54,0,0,TRUE,TRUE,1,7,TRUE
"134","A22AL9CY652GH4","36JW4WBR06KR4CR3Q9VR30IIS3XHFT",54,0,0,TRUE,TRUE,1,7,TRUE
"135","A22AL9CY652GH4","3XDSWAMB22SXET6WIXSK48PGMD1CQ9",54,0,0,TRUE,TRUE,1,7,TRUE
"136","A22DF0EWILGRLV","324N5FAHSXB72ZE1W93SYE1W9GEVKT",54,0,0,FALSE,FALSE,1,7,TRUE
"137","A22FZZT4I6HVCO","37VUR2VJ6AP9XPMFXI2537H8F3Z1CY",54,0,0,TRUE,TRUE,1,7,TRUE
"138","A22W4Y4UI182L2","3XUSYT70IT1JVS7B1VTG98GGVB50DU",54,0,0,TRUE,TRUE,1,7,TRUE
"139","A22W4Y4UI182L2","3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5",54,0,0,TRUE,TRUE,1,7,TRUE
"140","A23EWFNNOUS10B","3WPCIUYH1A8KB142ZXHQTJILSM1TDY",54,0,0,TRUE,TRUE,1,7,TRUE
"141","A23S43T3IIQ9RU","31MCUE39BKMIO4GZM8C7HRHKBF53G2",54,0,0,TRUE,TRUE,1,7,TRUE
"142","A245AY2S0S7IS4","3EN4YVUOUCS4V4DEE34YLKY4A2MXJZ",54,0,0,TRUE,TRUE,1,7,TRUE
"143","A246HX5PKVY1MO","31S7M7DAGGQ39DSUCEFECWQQ1V3TLE",54,0,0,TRUE,TRUE,4,7,FALSE
"144","A24LB89P1BPKKF","3OCZWXS7ZO71OBH4BIXG9GKCLSI5L0",54,0,0,TRUE,TRUE,1,7,TRUE
"145","A24LUXW1DB1QI5","3XDSWAMB22SXET6WIXSK48PGNFQQCH",54,0,0,TRUE,TRUE,1,7,TRUE
"146","A24M9OW53CLT94","3IV1AEQ4DRDEG3C66VS65LHBJTE8J3",54,0,0,TRUE,TRUE,1,7,TRUE
"147","A24PRZS7ANKGO3","3L7SUC0TTUUMZMDOEOSJSY3A4PX0MC",54,0,0,TRUE,TRUE,1,7,TRUE
"148","A2541C8MY0BYV3","3LAZVA75NIRHVZ1E6RBA3QLUWNW2OD",54,0,0,TRUE,TRUE,1,7,TRUE
"149","A2541C8MY0BYV3","3RWO3EJELH9SREVJ2NOBN7GFDKOP15",54,0,0,TRUE,TRUE,1,7,TRUE
"150","A2541C8MY0BYV3","3W31J70BASWB3Q815S8N8MD7N79CKH",54,0,0,TRUE,TRUE,1,7,TRUE
"151","A256FHXGSY0E5D","304QEQWKZPKAZPY0R47WK2SFZPC0OR",54,0,0,TRUE,TRUE,1,7,TRUE
"152","A256FHXGSY0E5D","3LAZVA75NIRHVZ1E6RBA3QLUVL62OI",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"153","A257QFGD9M1K09","3ZQX1VYFTD5SHE33M8KBDHYXINO8OM",54,0,0,TRUE,TRUE,1,7,TRUE
"154","A25JK318VW9R4Z","3A9LA2FRWSE84YIOQ31D97IPXAIXHU",54,0,0,TRUE,TRUE,1,7,TRUE
"155","A25MM8IKSW3G19","37SDSEDIN927LMW2G6M01LLPPCE18S",54,0,0,TRUE,TRUE,1,7,TRUE
"156","A25N0K40JAZTN1","3QD8LUVX4XYWO5YTP104KAFZS1S5XM",54,0,0,TRUE,TRUE,1,7,TRUE
"157","A27TE0L5XP1H0U","3THR0FZ95PTNWLNMGXTFIMK32NMLOK",54,0,0,TRUE,TRUE,1,7,TRUE
"158","A281NYJUA83Y3Y","3N2YPY1GI6Y4GZMR0NSP0JORPJIVE9",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"159","A28AXX4NCWPH1F","38DCH97KHH2KM7C2SP96RC2BDZZQJV",54,0,0,TRUE,TRUE,1,7,TRUE
"160","A28ZPY6D5AS7GZ","3JAOYN9IHL2HUS4BRT5NYXSB7A033U",54,0,0,TRUE,TRUE,1,7,TRUE
"161","A29IBN8FCHRVW1","34ZTTGSNJXOOV1HC4P6LFZMW07VQHQ",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"162","A2A5HAPJD18TRU","3Q9SPIIRWJME5B5KASVZQ2HEBDMWAP",54,0,0,TRUE,TRUE,1,7,TRUE
"163","A2A6FH0F7LD9ND","3PIOQ99R7YM8XQA4OWL3UKGHP4ANU1",54,0,0,TRUE,TRUE,1,7,TRUE
"164","A2AAFWAAS9C1QC","3YGE63DIN8XI4Y72IQY61W512RB0W3",54,0,0,TRUE,TRUE,1,7,TRUE
"165","A2ACDTRC5JDHJ5","3G3AJKPCXLS3SRK3GS3WYWGUUBQY4F",54,0,0,TRUE,TRUE,7,4,FALSE
"166","A2AOMO4290G7Q6","3QREJ3J433X46U27I51MB53UIICLK0",54,0,0,TRUE,TRUE,5,4,FALSE
"167","A2AU2E2E9A0I1","3JVP4ZJHDPS033NXT9UR05WTNGD0IW",54,0,0,TRUE,TRUE,1,7,TRUE
"168","A2B153AHPWHLH1","3SSN80MU8COZ6OJWWO4AMZYHPRMXKY",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"169","A2BK9RMC0NOIH8","3MNJFORX8B4FOJ78P7UIE3FSOWW5FV",54,0,0,TRUE,TRUE,1,7,TRUE
"170","A2DCKE7398C0XV","3D4BBDG7ZHW57S0UKMGOR0W5DND3CS",54,0,0,TRUE,TRUE,1,7,TRUE
"171","A2DWIUJI9NIHFW","3GS542CVJVN6N9GVMLUQ47THLY1957",54,0,0,TRUE,TRUE,1,7,TRUE
"172","A2DWIUJI9NIHFW","3XBXDSS888JAQU1EHOGB1ZBWERRXL1",54,0,0,TRUE,TRUE,1,7,TRUE
"173","A2DWIUJI9NIHFW","379OL9DBSSE4PXQFXNZNF4RAF1F9YS",54,1,0.0185185185185185,TRUE,TRUE,1,7,TRUE
"174","A2E0LU8V4EUX5C","3WRBLBQ2GR8M7CH23LUOFTJD83L0G4",54,0,0,TRUE,TRUE,1,7,TRUE
"175","A2E0LU8V4EUX5C","3NZ1E5QA6Z1PB2VSK58MVDO78WE5BI",54,0,0,TRUE,TRUE,1,7,TRUE
"176","A2EI075XZT9Y2S","3BKZLF990ZZAHW71EPA91ZHZQ38QYP",54,0,0,TRUE,TRUE,1,7,TRUE
"177","A2EI075XZT9Y2S","3EKTG13IZU3ZWI2A3HE2QIVY6LIMLC",54,0,0,TRUE,TRUE,1,7,TRUE
"178","A2EUBRVLXT62HU","3VMV5CHJZ8FNNLET1NIYZ4LI5EHTG8",54,0,0,TRUE,TRUE,1,7,TRUE
"179","A2F1AA15HG0FRU","306996CF6WKQNKU9JI6ASNBQXIZ1BR",54,0,0,TRUE,TRUE,1,7,TRUE
"180","A2F1JQAQ1WHYEU","372AGES0I45LTSWRM8D7NBKVKJGXRR",54,0,0,TRUE,TRUE,1,7,TRUE
"181","A2FEPNA8OA1UE","3IQ9O0AYW6Z1JCKORBI1KGYYKR9TI0",54,0,0,TRUE,TRUE,1,7,TRUE
"182","A2FGKKWP33DFWS","3YCT0L9OMM9SIDI0ZRQ3FJYT47PNSL",54,0,0,TRUE,TRUE,1,7,TRUE
"183","A2FGKKWP33DFWS","3UQ1LLR26A8YUHTL6EOXHR0YC4TALG",54,0,0,TRUE,TRUE,1,7,TRUE
"184","A2FL477TMKC91L","37MQ8Z1JQEWTPD5GCEK85HJWAXV2YO",54,0,0,TRUE,TRUE,1,7,TRUE
"185","A2FL477TMKC91L","3VGZ74AYTGG614CIF1N8AULEGQSCGE",54,0,0,TRUE,TRUE,1,7,TRUE
"186","A2FYFCD16Z3PCC","3MDKGGG61QNLQSPNPA9CND8TB0ET66",54,0,0,TRUE,TRUE,1,7,TRUE
"187","A2GCPNX75LDVAB","3ROUCZ907FUV26QJTP97A3OXXSROO4",54,0,0,TRUE,TRUE,1,7,TRUE
"188","A2IFHU3P1MF54K","30P8I9JKOIL4KGTYPMZMWPIECQK5VJ",54,0,0,TRUE,TRUE,1,7,TRUE
"189","A2IMGMVY8TRJE4","37S0QRNUFBGPWMGNFRVFGV8X3IK88J",54,0,0,TRUE,TRUE,1,7,TRUE
"190","A2IQ0QCTQ3KWLT","31D0ZWOD0AZLXL4ZHL2EJ78AA880AS",54,1,0.0185185185185185,FALSE,TRUE,1,7,TRUE
"191","A2IQ0QCTQ3KWLT","3WGCNLZJKF8J2HSTXEXGNDZQZ1LD1F",54,0,0,TRUE,TRUE,1,7,TRUE
